file,cluster,split
002797.npy,3,train
002798.npy,3,train
002799.npy,2,val
002800.npy,2,val
002801.npy,2,val
002802.npy,2,val
002803.npy,2,val
002804.npy,11,train
002805.npy,11,train
002806.npy,8,train
002807.npy,11,train
002808.npy,1,train
002809.npy,7,train
002810.npy,7,train
002811.npy,7,train
002812.npy,3,train
002813.npy,10,train
002814.npy,10,train
002815.npy,0,train
002816.npy,4,train
002817.npy,4,train
002818.npy,11,train
002819.npy,4,train
002820.npy,3,train
002821.npy,4,train
002822.npy,4,train
002823.npy,4,train
002824.npy,3,train
002825.npy,2,val
002826.npy,2,val
002827.npy,8,train
002828.npy,0,train
002829.npy,6,train
002830.npy,6,train
002831.npy,6,train
002832.npy,11,train
002833.npy,4,train
002834.npy,4,train
002835.npy,4,train
002836.npy,4,train
002837.npy,2,val
002838.npy,2,val
002839.npy,2,val
002840.npy,3,train
002841.npy,5,train
002842.npy,5,train
002843.npy,5,train
002844.npy,2,val
002845.npy,7,train
002846.npy,7,train
002847.npy,7,train
002848.npy,10,train
002849.npy,6,train
002850.npy,6,train
002851.npy,2,val
002852.npy,1,train
002853.npy,4,train
002854.npy,4,train
002855.npy,4,train
002856.npy,11,train
002857.npy,10,train
002858.npy,10,train
002859.npy,10,train
002860.npy,6,train
002861.npy,11,train
002862.npy,11,train
002863.npy,11,train
002864.npy,4,train
002865.npy,4,train
002866.npy,4,train
002867.npy,4,train
002868.npy,9,val
002869.npy,10,train
002870.npy,10,train
002871.npy,10,train
002872.npy,6,train
002873.npy,5,train
002874.npy,5,train
002875.npy,5,train
002876.npy,0,train
002877.npy,1,train
002878.npy,1,train
002879.npy,1,train
002880.npy,11,train
002881.npy,11,train
002882.npy,11,train
002883.npy,11,train
002884.npy,2,val
002885.npy,11,train
002886.npy,11,train
002887.npy,11,train
002888.npy,8,train
002889.npy,8,train
002890.npy,8,train
002891.npy,8,train
002892.npy,2,val
002893.npy,0,train
002894.npy,10,train
002895.npy,0,train
002896.npy,3,train
002897.npy,11,train
002898.npy,11,train
002899.npy,11,train
002900.npy,1,train
002901.npy,5,train
002902.npy,5,train
002903.npy,5,train
002904.npy,1,train
002905.npy,4,train
002906.npy,4,train
002907.npy,4,train
002908.npy,10,train
002909.npy,4,train
002910.npy,4,train
002911.npy,4,train
002912.npy,2,val
002913.npy,7,train
002914.npy,7,train
002915.npy,7,train
002916.npy,8,train
002917.npy,10,train
002918.npy,10,train
002919.npy,10,train
002920.npy,11,train
002921.npy,8,train
002922.npy,8,train
002923.npy,8,train
002924.npy,4,train
002925.npy,3,train
002926.npy,3,train
002927.npy,3,train
002928.npy,3,train
002929.npy,8,train
002930.npy,8,train
002931.npy,8,train
002932.npy,11,train
002933.npy,7,train
002934.npy,7,train
002935.npy,7,train
002936.npy,4,train
002937.npy,8,train
002938.npy,10,train
002939.npy,8,train
002940.npy,6,train
002941.npy,6,train
002942.npy,6,train
002943.npy,6,train
002944.npy,3,train
002945.npy,11,train
002946.npy,11,train
002947.npy,11,train
002948.npy,2,val
002949.npy,9,val
002950.npy,9,val
002951.npy,9,val
002952.npy,0,train
002953.npy,3,train
002954.npy,6,train
002955.npy,3,train
002956.npy,10,train
002957.npy,0,train
002958.npy,0,train
002959.npy,0,train
002960.npy,1,train
002961.npy,4,train
002962.npy,4,train
002963.npy,4,train
002964.npy,4,train
002965.npy,4,train
002966.npy,1,train
002967.npy,1,train
002968.npy,5,train
002969.npy,2,val
002970.npy,5,train
002971.npy,5,train
002972.npy,7,train
002973.npy,3,train
002974.npy,3,train
002975.npy,3,train
002976.npy,10,train
002977.npy,7,train
002978.npy,7,train
002979.npy,7,train
002980.npy,4,train
002981.npy,3,train
002982.npy,3,train
002983.npy,3,train
002984.npy,10,train
002985.npy,8,train
002986.npy,2,val
002987.npy,8,train
002988.npy,2,val
002989.npy,1,train
002990.npy,9,val
002991.npy,1,train
002992.npy,3,train
002993.npy,0,train
002994.npy,0,train
002995.npy,0,train
002996.npy,9,val
002997.npy,8,train
002998.npy,8,train
002999.npy,8,train
003000.npy,4,train
003001.npy,11,train
003002.npy,11,train
003003.npy,11,train
003004.npy,7,train
003005.npy,7,train
003006.npy,7,train
003007.npy,7,train
003008.npy,11,train
003009.npy,11,train
003010.npy,11,train
003011.npy,8,train
003012.npy,3,train
003013.npy,5,train
003014.npy,5,train
003015.npy,5,train
003016.npy,2,val
003017.npy,3,train
003018.npy,3,train
003019.npy,3,train
003020.npy,7,train
003021.npy,4,train
003022.npy,4,train
003023.npy,4,train
003024.npy,3,train
003025.npy,3,train
003026.npy,3,train
003027.npy,3,train
003028.npy,6,train
003029.npy,7,train
003030.npy,7,train
003031.npy,7,train
003032.npy,2,val
003033.npy,10,train
003034.npy,10,train
003035.npy,10,train
003036.npy,10,train
003037.npy,7,train
003038.npy,7,train
003039.npy,4,train
003040.npy,7,train
003041.npy,7,train
003042.npy,7,train
003043.npy,7,train
003044.npy,8,train
003045.npy,2,val
003046.npy,2,val
003047.npy,2,val
003048.npy,3,train
003049.npy,5,train
003050.npy,5,train
003051.npy,5,train
003052.npy,4,train
003053.npy,11,train
003054.npy,11,train
003055.npy,11,train
003056.npy,11,train
003057.npy,8,train
003058.npy,8,train
003059.npy,8,train
003060.npy,3,train
003061.npy,2,val
003062.npy,8,train
003063.npy,2,val
003064.npy,2,val
003065.npy,1,train
003066.npy,1,train
003067.npy,1,train
003068.npy,5,train
003069.npy,2,val
003070.npy,2,val
003071.npy,2,val
003072.npy,4,train
003073.npy,4,train
003074.npy,4,train
003075.npy,11,train
003076.npy,3,train
003077.npy,8,train
003078.npy,8,train
003079.npy,8,train
003080.npy,3,train
003081.npy,6,train
003082.npy,8,train
003083.npy,11,train
003084.npy,3,train
003085.npy,4,train
003086.npy,4,train
003087.npy,4,train
003088.npy,4,train
003089.npy,11,train
003090.npy,11,train
003091.npy,11,train
003092.npy,8,train
003093.npy,2,val
003094.npy,2,val
003095.npy,2,val
003096.npy,11,train
003097.npy,0,train
003098.npy,1,train
003099.npy,0,train
003100.npy,4,train
003101.npy,4,train
003102.npy,4,train
003103.npy,4,train
003104.npy,7,train
003105.npy,7,train
003106.npy,7,train
003107.npy,7,train
003108.npy,2,val
003109.npy,2,val
003110.npy,2,val
003111.npy,2,val
003112.npy,11,train
003113.npy,1,train
003114.npy,1,train
003115.npy,1,train
003116.npy,5,train
003117.npy,7,train
003118.npy,7,train
003119.npy,7,train
003120.npy,4,train
003121.npy,10,train
003122.npy,8,train
003123.npy,8,train
003124.npy,2,val
003125.npy,6,train
003126.npy,0,train
003127.npy,0,train
003128.npy,8,train
003129.npy,5,train
003130.npy,5,train
003131.npy,5,train
003132.npy,2,val
003133.npy,4,train
003134.npy,4,train
003135.npy,4,train
003136.npy,4,train
003137.npy,4,train
003138.npy,4,train
003139.npy,4,train
003140.npy,6,train
003141.npy,7,train
003142.npy,7,train
003143.npy,4,train
003144.npy,5,train
003145.npy,7,train
003146.npy,7,train
003147.npy,7,train
003148.npy,11,train
003149.npy,6,train
003150.npy,6,train
003151.npy,1,train
003152.npy,2,val
003153.npy,1,train
003154.npy,1,train
003155.npy,1,train
003156.npy,11,train
003157.npy,10,train
003158.npy,10,train
003159.npy,10,train
003160.npy,3,train
003161.npy,8,train
003162.npy,8,train
003163.npy,8,train
003164.npy,10,train
003165.npy,6,train
003166.npy,6,train
003167.npy,6,train
003168.npy,9,val
003169.npy,7,train
003170.npy,7,train
003171.npy,7,train
003172.npy,5,train
003173.npy,11,train
003174.npy,11,train
003175.npy,11,train
003176.npy,4,train
003177.npy,1,train
003178.npy,1,train
003179.npy,1,train
003180.npy,10,train
003181.npy,10,train
003182.npy,3,train
003183.npy,10,train
003184.npy,1,train
003185.npy,1,train
003186.npy,1,train
003187.npy,4,train
003188.npy,2,val
003189.npy,8,train
003190.npy,8,train
003191.npy,8,train
003192.npy,4,train
003193.npy,10,train
003194.npy,10,train
003195.npy,10,train
003196.npy,6,train
003197.npy,4,train
003198.npy,7,train
003199.npy,0,train
